recipes2_id,ingredients2_id,amount,unit
929,433,1/2,tsp
929,351,"1 1/2",cups
929,2565,"2 1/2",cups
930,2566,3,lbs.
930,188,2,Tbsp
930,2180,1,Tbsp
930,435,1/2,tsp
930,1009,1,tsp
930,1618,1,cup
930,74,1,cup
930,432,1/2,cup
930,73,1/2,tsp
930,2567,1/2,cup
931,1910,1,lb.
931,189,1/4,cup
931,476,2,Tbsp.
931,207,1/2,Tbsp.
931,1539,1,inch
931,2527,1/2,tsp
931,432,2,Tbsp.
931,2568,2,Tbsp.
931,1009,1,tsp
931,334,1/4,cup
931,2180,2,Tbsp.
932,1206,"1 3/4",cups
932,2506,3/4,cup
932,1619,2,tsp
932,434,1/2,tsp
932,73,1/2,tsp
932,435,1/2,tsp
932,432,1/2,cup
932,411,1,
932,1732,1/2,cup
932,2569,1/2,cup
932,433,1/2,tsp
932,2415,2,
933,19,2,Tbsp
933,2570,"1 1/2",lbs.
933,1468,1,
933,1539,2,inches
933,2527,1/2,Tbsp
933,2047,1/2,Tbsp
933,435,1/2,Tbsp
933,2571,1,cup
933,1498,3,oz.
933,188,1,Tbsp
933,849,1/4,tsp.
933,73,1/2,tsp
933,476,3,cups
933,2572,7,
933,1266,1/4,cup
933,2573,"1 1/2",cups
934,2574,1,cup
934,242,"1 1/2",Tbsp
934,2575,"2 1/4",tsp
934,2466,1/2,cup
934,11,2,tsp
934,2498,2,cups
934,2576,,
935,122,1,lb.
935,2577,1/2,
935,2578,1,
935,476,1,cup
935,1532,2,cups
935,1220,1/4,cup
935,410,1/2,tsp
935,125,1/2,tsp
935,2437,10-15,
935,73,1,tsp
936,2579,2,lb.
936,519,1,Tbsp
936,2580,1,
936,2581,4,Tbsp
936,2527,1/2,Tbsp
936,189,1,Tbsp
937,2220,1,
937,37,2,cloves
937,19,1,Tbsp
937,2164,1,
937,2582,1,
937,2417,1,
937,2583,1,
937,220,1,tsp
937,2584,,
937,2585,1,cup
937,2586,1,Tbsp
938,2587,"1 15 oz.",container
938,411,1,
938,19,1,tsp
938,2588,,
938,73,3/4,tsp
938,2476,10,
939,2589,6,
939,236,2,cups
939,2590,30,
939,218,1,
939,44,1/2,
939,281,2.25oz,can
939,47,1,can
939,2591,1/2,batch
940,2592,2,
940,2593,1/2,cup
940,351,"1 1/2",cups
940,1261,1,cup
940,411,1,
940,432,1/4,cup
940,2526,2,cups
940,434,1/2,tsp
940,1619,1/4,tsp
940,73,1/4,tsp
940,1488,1,tsp
940,435,1/4,tsp
941,242,2,Tbsp
941,37,2,cloves
941,554,1,tsp
941,674,1/4,tsp
941,435,1/8,tsp
941,2594,2,cups
941,671,3,cups
941,2595,1,
942,2596,4,lbs.
942,189,1/2,cup
942,1549,1/2,cup
942,1220,2,Tbsp
942,188,2,Tbsp
942,2597,2,
942,2598,1,Tbsp
942,2599,1,Tbsp
943,2600,"1 1/2",lbs.
943,1398,1,"16oz. jar"
943,37,2,cloves
943,407,1,"15oz. can"
943,2561,1/2,lb.
943,519,1,Tbsp
943,410,1/2,Tbsp
943,125,1/2,tsp
943,245,1/4,tsp
943,246,,
943,982,6,cups
943,2601,8,oz.
943,2602,3,
944,19,2,Tbsp
944,18,1,
944,2527,1/2,Tbsp
944,2603,4-5,
944,2208,"1 ","28oz. can"
944,2459,1/2,cup
944,124,1/2,Tbsp
944,849,1/4,tsp
944,73,1/2,tsp
944,483,,
944,2604,2,
944,2605,12,oz.
944,1315,1/4,bunch
944,1693,1/2,lb.
945,2606,3,
945,1076,2,Tbsp
945,830,1,tsp
945,2607,"1 1/2",Tbsp
945,91,1,tsp
945,2608,1-2,cloves
945,609,,
946,2609,1,lb
946,2581,3,Tbsp
946,2610,3,Tbsp
946,2611,3,Tbsp
946,2612,2,Tbsp
946,91,2,Tbsp
946,2613,2,Tbsp
946,2535,2,tsp
946,830,1,tsp
946,109,1,bunch
946,2221,1,
946,95,1/2,lb
946,2614,1/2,cup
946,762,"1 1/2",cups
947,2,1,Tbsp
947,179,1,
947,1,2,cloves
947,1703,1,Tbsp
947,9,1,tsp
947,344,1/2,tsp
947,2401,1,"15oz. can"
947,76,1,"14oz. can"
947,175,3,cups
947,994,,
947,17,1/4,bunch
947,248,3/4,cup
947,1189,3,Tbsp
947,2615,3,Tbsp
948,524,"2 -15 oz",cans
948,387,1/4,bunch
948,2,2,Tbsp
948,99,1,Tbsp
948,37,1,clove
948,10,1/2,tsp
948,994,,
949,2616,2,
949,248,1/2,cup
949,37,1,Tbsp
949,99,1,Tbsp
949,88,1/2,tsp
949,10,1/2,tsp
949,11,1/2,tsp
949,249,1/4,tsp
949,250,1/4,tsp
949,2617,"7 oz",cup
949,37,1/4,tsp
949,137,1/4,tsp
949,11,1/4,tsp
949,2618,4,
949,254,1/2,head
949,790,1,
949,2619,2,
950,2620,4,
950,19,2,Tbsp
950,2621,1/2,cup
950,2361,2,Tbsp
950,1549,2,Tbsp
950,336,1/8,tsp
950,476,1/4,cup
950,2622,,
951,19,2,Tbsp
951,2623,1,
951,2527,1,tsp
951,2624,"1 14 oz.",can
951,1686,"1 4 oz.",can
951,1498,3,oz.
951,73,3/4,tsp
951,674,1/2,tsp
951,2625,,
951,75,4,
951,2626,3-4,
951,476,3,cups
951,2627,3/4,cup
951,73,3/4,tsp
951,242,2,Tbsp
952,2628,2,
952,334,1,cup
952,424,1/3,cup
952,2629,1/4,cup
952,336,1/4,tsp
952,2362,1/4,tsp
952,2558,,
952,2630,2,cups
953,2631,1,
953,2632,1/2,
953,2633,1,
953,2634,1,
953,2635,1,
953,1415,1/2,
953,2636,1/3,
953,19,2,Tbsp
953,2558,,
953,2637,1/2,tsp
953,477,1,Tbsp
954,2638,1,lb.
954,2639,1/4,cup
954,2640,1,Tbsp
954,849,1/2,tsp
954,526,1/2,
954,2641,"1 5 oz.",can
954,2558,,
955,2642,4,
955,242,4,Tbsp
955,188,1,Tbsp
955,519,1/2,tsp
955,2418,,
956,2643,1,
956,1263,3,
956,2644,4,
956,123,4,cloves
956,2645,2,
956,2646,1,lb.
956,2597,2,
956,627,1,tsp
956,125,1,tsp
956,2647,"1 1/2",Tbsp
956,2558,,
957,19,2,Tbsp
957,18,1/2,
957,123,3,cloves
957,1007,1,lb.
957,74,2,Tbsp
957,175,1,cup
957,2648,1/2,cup
957,2562,1/2,cup
957,627,1/2,tsp
957,495,,
957,1315,1/4,bunch
957,2649,2,oz.
957,1693,8,oz.
957,2650,2,
958,1539,2,inches
958,1621,1/2,cup
958,2508,1/2,cup
958,1999,1/3,cup
958,2180,1/2,tsp
958,1220,2,Tbsp
958,123,2,cloves
958,2651,1,lb.
958,2652,8,oz.
958,2626,2,
959,19,2,Tbsp
959,2653,1,
959,2654,4,
959,1221,1,
959,2527,1,tsp
959,1565,1/2,tsp
959,2049,1,cup
959,476,4,cups
959,1407,1/4,cup
959,2361,2,Tbsp
959,73,"1 1/2",tsp
959,2655,,
959,242,1,Tbsp
959,526,1/2,
960,2656,6,
960,22,"1 8 oz.",can
960,599,1/4,cup
960,2446,1/4,cup
960,2063,1,tsp
960,2657,"1 2 oz.",can
960,465,2,cups
961,21,"1 1/2",cups
961,1522,1,cup
961,1619,1,tsp
961,435,1,tsp
961,1488,1,tsp
961,436,1/2,tsp
961,1565,1/2,tsp
961,73,1/2,tsp
961,2658,1,
961,2659,1,Tbsp
961,1549,1,tsp
961,476,1,cup
961,1546,1,cup
962,2498,1,cup
962,2660,"2 1/4",cups
962,73,"1 1/3",tsp
962,2661,3/4,Tbsp
962,1863,1/3,cup
962,2662,1,tsp
962,460,"1 1/4",cups
962,477,2,Tbsp
963,74,1,cup
963,2498,1,cup
963,1889,1/2,cup
963,462,1,cup
963,1619,2,tsp
963,435,2,tsp
963,73,1/4,tsp
963,1220,1/2,cup
963,1732,3/4,cup
963,2663,3,
963,1850,1,tsp
963,2664,2,cups
963,1266,1/2,cup
963,648,1/2,cup
963,1961,1/2,cup
964,2665,1,stalk
964,1539,2,inches
964,450,1,
964,849,1/4,tsp
964,827,"2 ","13.5oz. cans"
964,175,3,cups
964,2650,2,
964,1750,1,Tbsp
964,840,1,bunch
965,2666,10,
965,2667,1/2,
965,2668,"2 oz. ","1/2 pkg."
965,2669,1,
965,2670,1,
965,675,1/2,
965,2671,"8 oz.",pkg.
965,2672,1/4,cup
965,2508,1/4,cup
965,1703,1/2,inch
965,2673,1/4,tsp
965,2674,1/4,cup
966,2638,8,oz.
966,1575,1,cup
966,2587,15,oz.
966,242,1,Tbsp
966,2675,1,
966,2558,,
967,2565,3,cups
967,438,1/2,cup
967,1266,1/2,cup
967,432,1/4,cup
968,1693,8,oz.
968,2676,1/2,lb.
968,2677,1/2,
968,242,3,Tbsp
968,74,3,Tbsp
968,351,2.5,cups
968,366,"8 oz.","2 cups"
968,2373,1/4,cup
968,1587,,
969,1076,1,Tbsp
969,2220,1/2,
969,1,2,cloves
969,235,"8 oz",can
969,1474,1,cup
969,2678,1/4,cup
969,2679,1,
969,2680,4,lbs
970,1220,2,Tbsp
970,1371,1,
970,711,1/2,tsp
970,1539,2,inches
970,2681,2,
970,2682,"1 20 oz.",can
970,432,1/2,cup
970,2480,1/2,cup
970,553,1,Tbsp
970,2683,1/4,cup
971,19,2,Tbsp
971,18,1,
971,123,2,cloves
971,2684,"2 ","15oz. can"
971,22,"1 ","20oz. can"
971,476,1,cup
971,1262,1,Tbsp
971,420,1/2,bunch
972,2685,1,
972,710,2,Tbsp
972,2686,4,Tbsp
972,1526,1/3,cup
972,1893,2,Tbsp
973,2687,2,
973,526,1/4,
973,2658,1,
973,123,1,clove
973,19,1,Tbsp
973,73,1/8,tsp
973,2688,15-20,
974,19,2,Tbsp
974,18,1,
974,593,"½",lb.
974,565,3,ribs
974,123,4,cloves
974,566,1,"28oz. can"
974,22,"1 ","28oz. can"
974,2689,2,
974,476,4,cups
974,2690,6,oz.
974,2691,"½",batch
974,1315,1/2,bunch
974,2692,5,oz.
975,1740,1,
975,123,2,cloves
975,2581,4,Tbsp
975,2693,1.25,lbs
975,1315,1/4,bunch
975,599,3/4,cups
975,2694,1,large
975,2446,1/4,cup
975,2695,1,Tbsp
975,2696,1,tsp
975,950,1/4,tsp
975,2697,1/3,cup
975,2655,,
976,2,2,Tbsp
976,838,1,
976,1,2,cloves
976,2698,12,oz
976,2699,1,
976,90,2,cups
976,446,1,lb
976,91,1,Tbsp
976,1326,1/2,tsp
976,2700,,
977,1206,1,cup
977,2701,"2 1/4",cups
977,91,2,Tbsp
977,11,"1 1/4",tsp
977,1934,3/4,Tbsp
977,1194,1/2,cup
977,88,1,Tbsp
977,667,"1 1/4",cups
978,2702,2,cups
978,2703,1/2,tsp
978,125,1/2,tsp
978,124,1/2,tsp
978,1315,1,handful
978,783,1,pinch
978,411,1,
978,74,3/4,cup
978,2704,1/2,cup
979,1787,1,lb
979,362,15,oz
979,2705,1,cup
979,104,1/4,cup
979,195,1,
979,107,10,oz
979,30,"2 1/2",cups
979,495,,
979,2706,,
980,2707,1.25,lbs.
980,242,3,Tbsp
980,123,3,cloves
980,1221,1,
980,1539,1,inch
980,553,1,Tbsp
980,245,1/4,tsp
980,22,"1 15 oz.",can
980,566,"1 15 oz.",can
980,1261,1/2,cup
980,2708,"1 1/2",cups
980,476,"2 1/4",cups
981,2709,"2 lbs",
981,351,2,Tbsp
981,242,2,Tbsp
981,432,2,Tbsp
981,2710,2,
981,2558,,
982,2498,1,cup
982,74,1,cup
982,73,1,tsp
982,434,"1 1/2",tsp
982,1220,2,tsp
982,460,3/4,cup
983,1206,3/4,cup
983,74,2,cups
983,2711,5,Tbsp
983,73,3/4,tsp
983,460,3/4,cup
984,1221,1,
984,123,2,cloves
984,19,2,Tbsp
984,2712,"1 lb",
984,476,6,cups
984,2713,2,Tbsp
984,2597,2,
984,627,1/2,tsp
984,1326,1/4,tsp
984,2714,20,
985,2498,1,cup
985,2660,"2 1/4",cups
985,73,"1 1/4",tsp
985,475,3/4,Tbsp
985,438,1/4,cup
985,1552,1/4,cup
985,476,"1 1/4",cups
985,477,2,Tbsp
986,19,3,Tbsp
986,2715,6,
986,123,4,cloves
986,18,1,
986,1016,1,
986,2716,2,
986,1432,1,
986,420,1/4,bunch
986,2717,1,
986,495,,
986,6,2,"15oz. cans"
986,2718,1,Tbsp
986,476,3,cups
986,410,1,tsp
986,2719,,
987,1664,2,"15oz. cans"
987,261,1/4,
987,2720,1,handfull
987,2721,1,handfull
987,123,4,cloves
987,73,1,tsp
987,101,1/2,tsp
987,410,1,tsp
987,434,1,tsp
987,2722,1/2,cup
987,2723,1/4,cup
988,2724,"1 1/8",
988,2725,"1 1/2",tsp
988,462,"1 1/2",tsp
988,19,1,Tbsp
988,2498,1/2,cup
988,74,"2 1/2",cups
988,73,1,tsp
989,2697,2,cups
989,434,1,tsp
989,73,1/4,tsp
989,710,1/2,cup
989,432,1/2,cup
989,242,4,Tbsp
989,75,2,
989,433,1,tsp
989,435,1/2,tsp
989,1488,1/4,tsp
989,1418,1/8,tsp
989,1565,1/8,tsp
989,2726,1/4,cup
989,435,1/2/,tsp
990,2727,2,cups
990,2728,1/8,tsp
990,73,3/4,tsp
990,476,1,cup
990,19,1/2,Tbsp
990,763,2,Tbsp
991,2556,1/2,cup
991,2557,1/4,cup
991,2729,1/4,cup
991,2361,1,Tbsp
991,385,1/2,Tbsp
991,2730,1/2,tsp
992,2731,1,lb
992,74,1/2,cup
992,2732,1,tsp
992,75,2,
992,77,"1 1/2",cups
992,1220,1/4,cup
993,2733,4,
993,2734,4,
993,1802,1,inch
993,2735,10,
993,1850,1/2,tsp
993,462,1/2,cup
994,2736,3,Tbsp
994,123,2,cloves
994,1007,8,oz
994,74,3,Tbsp
994,1584,2,cups
994,2737,3,
994,2550,1,tsp
994,1587,,
995,1542,"12 oz",bag
995,1522,1/2,cup
995,476,1,cup
995,2738,1,
995,2739,1,
995,2740,1/2,cup
995,435,1/2,tsp
996,2741,"2 ",lbs.
996,19,2,Tbsp
996,2742,1,tsp
996,242,2,Tbsp
996,2743,12,oz.
996,2546,"1 1/2",cups
996,1724,1,cup
996,2263,5,cups
996,2744,1,Tbsp
996,2745,3,sprigs
996,1552,1/3,cup
996,438,1/3,cup
996,495,,
997,2746,"1 1/4",cups
997,424,2,Tbsp
997,2747,2,tsp
997,2,3,Tbsp
997,1206,"1 1/2",cups
997,506,2-3,cups
997,11,1/2,Tbsp
998,2432,1/2,cup
998,90,1,cup
998,2748,1/4,
998,88,1/2,tsp
998,172,2,Tbsp
998,317,2,tsp
998,2749,1,Tbsp
999,1206,1,cup
999,2750,"1 1/2-2",cups
999,90,1,cup
999,424,2,Tbsp
999,2747,2,tsp
999,2,3,Tbsp
999,11,"1 1/2",tsp
1000,350,4,oz
1000,646,1/4,cup
1000,432,1,Tbsp
1000,1850,1/2,tsp
1000,435,1/2,tsp
1000,2564,1/2,tsp
1001,2751,1,
1001,1266,1/4,cup
1001,646,"15 oz",can
1001,2752,1,cup
1001,2753,2,
1001,2564,"1 1/2",tsp
1001,435,"1 1/2",tsp
1001,1850,"1 1/2",tsp
1001,351,2,cups
1002,2754,12,oz.
1002,969,1,"14oz. can"
1002,1143,1/2,lb.
1002,123,4,cloves
1002,19,2,Tbsp
1002,350,4,oz.
1002,1443,1/2,cup
1002,2648,1/4,cup
1002,351,1/2,cup
1002,365,1/2,cup
1002,2755,,
1002,126,1/4,tsp
1002,1587,,
1003,1220,2,Tbsp
1003,2756,1/2,cup
1003,1522,"1 1/2",cups
1003,242,1,Tbsp
1003,73,2,tsp
1003,476,1/4,cup
1003,1619,1,tsp
1003,2757,1/4,tsp
1003,2758,1/2,cup
1004,2759,8,oz
1004,2760,1,Tbsp
1004,123,2,cloves
1004,1539,1,inch
1004,1220,3,Tbsp
1004,2761,1,
1004,2192,4,
1004,2762,"12 oz",bag
1004,2201,1,
1004,189,1/4,cup
1004,830,1,tsp
1004,2763,1,tsp
1005,242,1,Tbsp
1005,1265,1/4,cup
1005,1266,1/4,cup
1005,602,1/2,cup
1005,351,4,cups
1005,435,1/2,tsp
1005,436,1/4,tsp
1005,433,1/4,tsp
1005,1471,1,
1005,462,1/4,cup
1006,74,3,cups
1006,2107,1/4,tsp
1006,73,1/2,Tbsp
1006,2764,"1.5 to 1.75",cup
1007,19,2,Tbsp
1007,18,1,
1007,123,2,cloves
1007,565,3,ribs
1007,122,3,
1007,2765,1,
1007,2766,1,lb.
1007,175,6,cups
1007,1471,1,
1007,2767,1,
1007,495,,
1008,2472,1,cup
1008,2768,1,"15oz. can"
1008,123,2,cloves
1008,1539,1,inch
1008,245,1/2,tsp
1008,410,1/2,tsp
1008,242,2,Tbsp
1008,495,,
1008,2769,1/2,cup
1008,420,1/4,bunch
1009,1291,4,cups
1009,73,"1 1/2",tsp
1009,2770,1,Tbsp
1009,2725,"1 1/2",tsp
1009,435,2,tsp
1009,1266,1/2,cup
1010,2771,1,cup
1010,874,1,cup
1010,433,1,tsp
1010,1291,2,cups
1010,2772,2,tsp
1010,73,1/4,tsp
1011,2773,1.75,lbs
1011,2774,1,
1011,2775,1,
1011,123,6,cloves
1011,1468,1,
1011,19,2,Tbsp
1011,2580,1,
1011,675,1/2,
1011,73,1,tsp
1011,726,1/2,tsp
1011,462,1/2,tsp
1012,2627,3,Tbsp
1012,242,1/2,Tbsp
1012,2776,1/2,cup
1012,411,1,
1012,2558,,
1013,432,1/4,cup
1013,2777,1/2,tsp
1013,336,1/2,tsp
1013,2362,1/2,tsp
1013,73,1/2,tsp
1013,2778,1/4,tsp
1013,19,2,Tbsp
1013,2779,4,
1014,19,1,Tbsp
1014,123,2,cloves
1014,2780,1,
1014,175,6,cups
1014,2781,1,lb.
1014,2782,,
1015,74,2,cups
1015,1522,2,Tbsp
1015,434,2,tsp
1015,73,1/2,tsp
1015,242,5,Tbsp
1015,351,3,Tbsp
1015,75,2,
1015,2303,1,
1015,1546,1,cup
1015,1287,1/2,cup
1016,2454,1.5,cups
1016,827,1,"15oz. can"
1016,123,2,cloves
1016,19,2,Tbsp
1016,18,1,
1016,2783,1,lb.
1016,2784,1,"15oz. can"
1016,189,1/4,cup
1016,2673,1/4,cup
1016,495,,
1017,2785,3,lbs
1017,2786,1,
1017,2787,1,cup
1017,2788,"15 oz",can
1017,2789,1,inch
1017,74,3,Tbsp
1017,2790,8,
1018,2791,2,lbs
1018,2309,1/4,
1018,123,3,cloves
1018,1539,1,inch
1018,2792,"3-4 1/4",can
1018,675,1/2,
1018,2580,1,
1018,73,1/4,tsp
1019,1653,1,tsp
1019,1249,1,Tbsp
1019,460,1/2,cup
1019,351,1/2,cup
1019,242,2,Tbsp
1019,642,3,cups
1019,73,3/4,tsp
1019,477,1/4,cup
1020,2793,1,ball
1020,1746,3/4,cup
1020,2794,1.5,cups
1020,2795,8,oz
1020,2796,3,oz
1020,1648,1,
1021,18,1,
1021,565,3,ribs
1021,122,2,
1021,123,3,cloves
1021,19,1/4,cup
1021,2797,4,lbs.
1021,175,2,cups
1021,412,1/4,cup
1021,432,1/2,Tbsp
1021,2798,1.5,tsp
1021,2799,1/2,cup
1021,2800,1,tsp
1021,483,,
1022,2801,4,
1022,2802,1/2,
1022,1009,1/2,tsp
1022,1524,1/2,tsp
1022,1265,1/4,cup
1022,1618,3/4,cup
1022,74,3/4,cup
1022,432,1/2,cup
1022,435,1,tsp
1022,73,1/2,tsp
1022,2803,8,Tbsp
1023,2804,1,lb
1023,1746,1/2,cup
1023,1406,1,cup
1023,2805,1,
1023,2806,3,oz
1023,75,4,
1023,2421,2,
1023,477,1,Tbsp
1023,2470,,
1024,2807,2,lbs
1024,73,1,Tbsp
1024,74,1/3,cup
1024,75,3,
1024,599,2,cups
1024,336,1/2,tsp
1024,2808,1,tsp
1024,2373,1/2,cup
1024,2809,3,cups
1024,465,2,cups
1024,2470,,
1025,2810,8,oz
1025,2811,8,oz
1025,195,1,
1025,109,1/2,bunch
1025,2812,1,pkg
1025,794,1/2,tsp
1025,2813,,
1026,1,2,cloves
1026,1019,1,Tbsp
1026,1794,1,
1026,490,1,
1026,96,1,cup
1026,109,4,
1026,55,2,Tbsp
1026,84,2,
1026,2814,3,cups
1026,152,3,Tbsp
1026,207,1/2,Tbsp
1027,21,2,cups
1027,160,1,tsp
1027,11,1/4,tsp
1027,442,1,cup
1027,32,4,Tbsp
1027,84,2,
1027,371,1/2,tsp
1027,865,1/4,tsp
1027,577,1/2,cup
1027,2815,1,
1027,88,1/2,tsp
1027,204,1/4,tsp
1027,2816,1/2,cup
1028,21,1,cup
1028,2817,1,cup
1028,91,1/2,cup
1028,161,1/4,tsp
1028,11,1/8,tsp
1028,289,1/2,cup
1028,1474,1,cup
1029,2818,1,lb.
1029,32,4,Tbsp
1029,2535,1,Tbsp
1029,21,1/4,cup
1029,103,2,cups
1029,778,1/4,cup
1029,495,,
1029,204,1/8,tsp
1030,2819,1,jar
1030,2220,1,
1030,123,4,cloves
1030,28,4,Tbsp
1030,2820,"1 1/2",cups
1030,2821,6,Tbsp
1030,73,1,tsp
1030,2822,2,Tbsp
1031,2823,"12 oz","1 1/2 cups"
1031,2824,1/2,
1031,2527,1,Tbsp
1031,2825,1/4,tsp
1031,73,1/4,tsp
1032,2826,1,large
1032,351,2,cups
1032,75,2,
1032,2827,2,cups
1032,462,1/3,cup
1032,435,1,Tbsp
1032,2815,1,
1032,2828,2,Tbsp
1032,2683,1,cup
1032,2470,,
1033,511,"28 oz",can
1033,2829,2,cups
1033,1740,1,
1033,2467,1,
1033,2830,2,
1033,1416,1/4,
1033,675,1/4,
1033,2831,1,Tbsp
1033,19,1,Tbsp
1033,73,1,tsp
1033,2625,,
1033,2832,1,
1033,2516,1,
1034,2826,1,large
1034,2833,"8 oz",jar
1034,2166,3,
1034,465,"1 1/2",cups
1035,2834,1.5,lbs
1035,2180,1/3,cup
1035,423,1,Tbsp
1035,2835,1,inch
1035,37,1,clove
1035,411,1,
1035,74,1,cup
1035,77,"1 1/2",cups
1035,2836,,
1036,2501,12,oz
1036,2837,5,oz
1036,2802,1,
1036,2838,1/2,cup
1036,73,1/2,tsp
1036,2839,,
1036,2556,3/4,cup
1036,2840,2,cups
1037,2841,"1 ",lb
1037,2842,6,
1037,75,6,
1037,2843,4.5,oz
1037,2166,3,
1037,242,1,tsp
1037,2558,,
1037,2844,,
1037,2845,,
1038,74,"1 1/2",cups
1038,1546,1/2,cup
1038,242,1/2,cup
1038,75,4,
1038,1522,"1 1/2",cups
1038,385,1/2,cup
1038,434,1,tsp
1038,1961,3/4,cup
1039,2846,3,
1039,2847,3,
1039,261,1/4,
1039,123,1,clove
1039,2848,1,
1039,675,1/4,
1039,2849,1,
1039,73,1/4,tsp
1039,2850,,
1039,19,1,Tbsp
1040,2851,2,boxes
1040,75,2,
1040,351,2/3,cup
1040,519,3,tbsp
1040,2096,1,cup
1040,2601,1,cup
1041,2852,1,cup
1041,73,1/2,tsp
1041,435,1,tsp
1041,1488,1,tsp
1041,436,1/4,tsp
1041,1565,1/4,tsp
1041,2522,1/3,cup
1041,1266,1/2,cup
1042,597,1/2,lb
1042,2853,1,
1042,73,1/2,tsp
1042,1220,2,Tbsp
1042,1539,1,inch
1042,123,1,clove
1042,189,1,tsp
1042,1839,1/4,tsp
1042,2441,1,
1042,2854,1/4,
1042,2855,1,package
1042,2856,3,
1042,2857,,
1043,2858,3,lbs
1043,73,1,tsp.
1043,75,2,
1043,334,3/4,cup
1043,419,2,
1043,2859,1-2,
1043,2860,1,Tbsp
1043,2861,1,Tbsp
1043,1407,1,Tbsp
1043,2289,,
1043,2862,1/2,tsp
1044,2863,1,cup
1044,2864,2,
1044,519,1/4,tsp
1044,420,1/4,bunch
1044,2716,6,
1044,1697,4,oz.
1044,2865,3/4,cup
1044,407,1,"15oz. can"
1044,2866,,
1045,2867,"1 1/2",cups
1045,411,1,
1045,433,1/2,tsp
1045,435,1/2,tsp
1045,73,1/4,tsp
1045,55,1,Tbsp
1046,411,1,
1046,2868,1,
1046,2869,1,tsp
1046,2601,1/4,cup
1046,552,1/2,cup
1047,2870,1,cup
1047,73,1/2,tsp
1047,435,1,tsp
1047,1488,1/2,tsp
1047,1565,1/4,tsp
1047,433,1/2,tsp
1047,432,1/4,cup
1047,1266,1/2,cup
1047,1265,1/4,cup
1047,2488,1,cup
1048,2871,2,
1048,2872,1/2,bulb
1048,1288,1,
1048,425,3,Tbsp
1048,2362,1/2,tsp
1048,609,,
1049,2873,3/4,cup
1049,2874,1/4,cup
1049,2875,,
1049,2876,1,inch
1049,37,1,clove
1049,2877,1,tsp
1049,189,1,Tbsp
1049,2485,1/2,tsp
1049,432,1,Tbsp
1049,675,1/4,
1049,476,1/4,"- 1/2 cup"
1050,2878,2,cups
1050,2291,4,
1050,2879,"10 oz",can
1050,2601,1,cup
1051,286,2.5,lbs.
1051,2716,2,
1051,407,1,"15oz. can"
1051,2096,1,cup
1051,2880,1/4,
1051,450,1,
1051,19,3,Tbsp
1051,420,1,bunch
1051,410,2,tsp
1051,73,1/2,tsp
1052,2881,1/2,cup
1052,1522,1,cup
1052,411,1,
1052,1850,1,tsp
1052,2587,1,cup
1052,2697,2,cups
1052,434,1,Tbsp
1052,73,1/2,tsp
1052,1546,1,cup
1052,2303,1,
1053,2882,1,lb
1053,2883,1,
1053,123,2,cloves
1053,19,1/4,cup
1053,2737,5,
1053,2884,1,
1053,2558,,
1054,72,1,lb
1054,2885,2,oz
1054,2886,"1 1/4",oz
1054,411,1,
1054,2697,1/2,cup
1054,599,1/2,cup
1054,1220,6,Tbsp
1054,2558,,
1055,1843,2,cups
1055,19,1,Tbsp
1055,1647,1,
1055,1263,3-4,
1055,123,4,cloves
1055,1599,"2 14.5 oz",cans
1055,519,1/2,Tbsp
1055,674,1,tsp
1055,554,1/2,tsp
1055,1584,4,cups
1055,2887,10-15,
1055,2580,1,
1055,675,1/2,
1056,2888,1,
1056,411,1,
1056,2889,1/4,cup
1056,263,2,Tbsp
1057,2890,4,
1057,2891,1/2,cup
1057,2892,1,
1057,2893,1,slice
1058,20,1,lb
1058,2894,"1 1.25 lb",pkg
1058,1468,1/2,
1058,2895,2,cloves
1058,28,6,Tbsp
1058,599,1/2,cup
1058,2298,1/3,cup
1058,1741,1/4,cup
1058,2896,2,
1058,2697,1/2,cup
1059,229,2,"28oz. cans"
1059,18,1,
1059,123,4,cloves
1059,19,3,Tbsp
1059,1498,"1 ","6oz. can"
1059,124,1,Tbsp
1059,125,1/2,Tbsp
1059,2897,2,
1059,432,1,Tbsp
1059,318,2,Tbsp
1060,2898,8,oz
1060,123,4,cloves
1060,2201,1/2,
1060,242,4,Tbsp
1060,189,2,tsp
1060,432,2,Tbsp
1060,1839,1,tsp
1060,2899,2,Tbsp
1061,2900,2,lbs
1061,1741,1/4,cup
1061,19,2,Tbsp
1061,365,1/3,cup
1061,336,1/2,tsp
1061,1587,,
