recipes2_id,ingredients2_id,amount,unit
799,220,1/2,tsp
799,1825,,handful
800,2,1/2,Tbsp
800,1,1,clove
800,2275,1/4,lb
800,2093,,Pinch
800,2276,2,
800,2277,1,cup
800,992,1,oz
800,795,,pinch
801,2,1,Tbsp
801,978,1,
801,1,1,clove
801,870,3/4,lb
801,7,1,Tbsp
801,9,1/2,tsp
801,10,1/2,tsp
801,516,1/8,tsp
801,181,"15 oz",can
801,83,"4 oz",can
801,297,2,cups
801,50,8,oz
801,281,"2.25 oz",can
801,82,1,cup
801,146,2-3,
802,2,1,Tbsp
802,179,1,
802,1,2,cloves
802,488,5,cups
802,2278,1,
802,2279,1,"15oz. can"
802,6,1,"15oz. can"
802,995,1/2,cup
802,2280,1-2,
802,9,1,Tbsp
802,11,1/2,tsp
802,17,1/2,bunch
803,2281,1,lb.
803,2,"1 1/2",Tbsp
803,1,1,clove
803,9,1/2,tsp
803,11,1/4,tsp
803,532,1,
803,2282,"1 1/2",cups
803,488,3,cups
803,978,1,
803,2283,1,
803,157,1/2,bunch
803,11,1/4,tsp
803,1935,1,"15oz. can"
803,995,1,cup
803,51,8,oz.
804,345,"1 1/2",cups
804,1206,1,cup
804,160,1,tsp
804,11,1/4,tsp
804,88,1,tsp
804,91,1/3,cup
804,2284,1/4,cup
804,195,1,
804,371,1,tsp
804,2285,1,cup
804,172,1/3,cup
804,2286,1/3,cup
805,1559,8,oz.
805,19,2,Tbsp
805,242,1,Tbsp
805,123,4,cloves
805,2287,1/2,lb.
805,566,"1 15 oz.",can
805,2288,1/4,tsp
805,73,1/4,tsp
805,2289,,
805,2290,,
806,2291,8,
806,1056,3/4,cup
806,407,1,"15oz. can"
806,2292,2,cups
806,1264,3,
806,1415,1,
807,2293,10,oz.
807,1220,1,Tbsp
807,1485,2,
807,1432,1,
807,2294,1,
807,18,1,
807,123,2,cloves
807,2295,"1 ","28oz. can"
807,124,1/2,Tbsp
807,125,1/2,Tbsp
807,126,1/4,tsp
807,2210,1,tsp
807,2296,3/4,lb.
808,19,2,Tbsp
808,1500,2,lbs.
808,2201,1,
808,2297,4.5,oz.
808,1066,,
808,75,8,
808,351,1/2,cup
808,2298,1/4,cup
809,189,1/4,cup
809,192,2,Tbsp
809,432,2,Tbsp
809,191,1/4,tsp
809,37,2,cloves
809,1703,2,inches
809,950,,pinch
809,1009,1,Tbsp
809,476,2,Tbsp
809,688,1,lb.
809,2299,8,oz.
809,1220,1,Tbsp
810,75,2,
810,2300,1/4,cup
811,460,"1 1/4",cups
811,188,2,Tbsp
811,2301,2,tsp
811,19,2,Tbsp
811,1708,1/2,cup
811,1206,"1 1/2",cups
811,73,1/2,Tbsp
811,74,"1 1/2 to 2",cups
811,2302,1,
812,1261,1,cup
812,19,2,Tbsp
812,37,4,cloves
812,10,1/2,Tbsp
812,2303,1,
812,73,1/2,tsp
812,1063,,
812,2304,1/4,
812,2001,"3 1/2 to 4",lbs
813,2305,"1 1/2 to 2",cups
813,2306,2,
813,1416,1/4,
813,2303,1,
813,19,2,Tbsp
813,336,1/4,tsp
813,73,1/4,tsp
813,2307,,
813,527,3,oz.
814,2308,1,
814,2309,1,
814,28,1/4,cup
814,1970,,
814,2049,1,cup
814,2310,1,
814,123,1,clove
814,410,1,tsp
814,1549,1/2-1,Tbsp
815,2311,2,
815,2312,1,
815,2313,1,
815,1,1,clove
815,2314,1,
815,2304,1/4,
815,1476,1/4,
815,2,2,Tbsp
815,11,1,tsp
815,99,1,Tbsp
815,90,1,cup
816,2315,1,
816,2316,1,
816,183,1,"19oz. can"
816,1,1,clove
816,99,1/4,cup
816,2317,1/4,cup
816,9,1/2,tsp
816,11,1/2,tsp
816,28,"2 1/2",Tbsp
816,90,2,Tbsp
817,184,4,cups
817,2,2,Tbsp
817,487,12,oz.
817,202,8,oz.
817,181,1,"28oz. can"
817,2318,1,
817,2319,4,cloves
817,65,1/2,Tbsp
817,10,1/2,Tbsp
817,344,1/4,tsp
817,483,,
817,2320,2,oz.
818,2321,1,8-inch
818,1257,2,Tbsp
818,2322,1/2,
818,2323,1,Tbsp
819,95,1,lb
819,28,2,Tbsp
819,9,1/2,Tbsp
819,11,1/4,tsp
819,2324,,
819,2094,1,cup
819,387,1/3,bunch
819,2325,2,oz
819,99,1/2,Tbsp
820,36,1/4,cup
820,1171,2,Tbsp
820,2,1,Tbsp
820,152,2,tsp
820,1,1,clove
820,2326,1/2,Tbsp
820,2327,6,
821,84,6,
821,32,2,Tbsp
821,6,1,"15oz. can"
821,2328,2-3,cups
821,85,1,cup
821,1350,1,cup
821,17,1,handful
821,495,,
822,221,1.5,cups
822,179,1,
822,1,2,cloves
822,150,1,Tbsp
822,2,2,Tbsp
822,2083,1,Tbsp
822,9,1,tsp
822,11,3/4,tsp
822,15,1,
822,202,1,lb.
822,183,1,"15oz. can"
822,90,1/2,cup
822,76,1,"13oz. can"
823,322,1,"lb. "
823,995,1/2,cup
823,6,1,"15oz. can"
823,2329,1,whole
823,2330,1/2,cup
823,33,1/4,tsp
823,9,1/2,tsp
823,11,1/2,tsp
823,1816,1/4,bunch
823,2331,1,Tbsp
823,2332,4,
823,14,1,
823,2333,1/4,cup
824,32,2,Tbsp
824,2026,1,
824,1,2,cloves
824,762,2,cups
824,686,1,tsp
824,9,1/2,tsp
824,88,1/8,tsp
824,2223,1,
824,488,3,cups
824,2,2,Tbsp
824,1,2,cloves
824,858,"16 oz",bag
824,2334,,
824,84,6,
825,2335,3-4,
825,84,2,
825,91,2,Tbsp
825,371,1/2,tsp
825,160,1,tsp
825,1257,1/4,cup
825,63,2,cups
825,11,1/4,tsp
825,2336,2.5,cups
825,2323,1/3,cup
825,579,1/3,cup
826,94,1,bunch
826,32,1,Tbsp
826,2337,1/2,tsp
826,1,1,clove
826,495,,
826,2,2,Tbsp
826,179,1,
826,1,2,cloves
826,114,1,"6oz. can"
826,2338,1/2,cup
826,181,1,"28oz. can"
826,65,1/2,tsp
826,10,1/2,tsp
826,2223,1,
826,152,2,Tbsp
826,2091,1,tsp
826,91,2,tsp
826,2339,2,cups
827,2340,2,
827,1076,1,tsp
827,11,1,pinch
827,2341,1,cup
827,2342,1/4,cup
827,2343,1/4,cup
827,2344,1,
827,51,2,Tbsp
828,2345,4,lbs
828,297,2,cups
829,2346,2,
829,28,3,Tbsp
829,35,1,Tbsp
829,1459,12,oz
829,1,2,cloves
829,220,1/2,tsp
829,778,1/4,cup
829,2334,,
829,2347,1/4,bunch
830,95,2,
830,273,1,
830,423,1/2,cup
830,1210,1/4,cup
830,11,1/2,tsp
830,90,1/2,cup
830,1002,1,lb
830,195,1,
830,759,1/2,cup
830,37,2,cloves
830,1703,2,inches
830,152,1/2,Tbsp
830,109,2,
830,780,6,cups
830,155,1,
830,1340,2,
830,157,1/2,bunch
831,2348,1,recipe
831,400,8,oz.
831,233,3,cups
831,582,1,"13oz. can"
831,2349,1/4,cup
832,2,1,Tbsp
832,569,14,oz
832,838,1,
832,1,2,cloves
832,823,1/2,lb
832,219,3,stalks
832,2350,1,lb
832,2223,1,
832,220,1,tsp
832,343,1/2,tsp
832,2351,,
832,90,8,cups
832,702,3,cups
832,11,1/2,Tbsp
832,269,1,tsp
833,1076,2,Tbsp
833,837,1/2,cup
833,90,1/4,cup
833,442,"1 1/2",cups
833,32,1,Tbsp
833,11,1,tsp
833,161,1,tsp
833,794,1,Tbsp
834,2352,5,lbs
834,1890,1/4,cup
834,1076,2,Tbsp
834,152,1/3,cup
834,2173,4,cloves
834,1802,3-4,inches
834,88,1,Tbsp
834,2353,1,tsp
834,819,1,tsp
834,204,1/4,tsp
834,838,1,
834,2354,1,
834,2355,1,
835,296,1/4,cup
835,91,1,Tbsp
835,160,1/4,tsp
835,11,1/8,tsp
835,88,,pinch
835,32,1/2,Tbsp
835,63,2,Tbsp
835,576,1-2,Tbsp
836,7,1,Tbsp
836,270,1/2,Tbsp
836,64,1/2,tsp
836,33,1/4,tsp
836,726,1/4,tsp
836,101,1/8,tsp
836,115,1,tsp
836,11,1/2,tsp
836,2356,2,
836,2357,3,
836,2358,1,lb.
836,1076,2,Tbsp
836,2152,1,
836,2359,8,
836,1397,1/2,cup
836,2128,1/4,bunch
837,2360,1,
837,1263,2,
837,1552,1/4,cup
837,334,1/4,cup
837,188,"1 1/2",Tbsp
837,2361,1,Tbsp
837,1549,1/2,tsp
837,73,1/4,tsp
837,336,1/8,tsp
837,2362,1/8,tsp
838,2363,1,
838,2364,2,
838,19,2,Tbsp
838,435,1/2,tsp
838,65,1/2,tsp
839,1574,1,cup
839,773,1,cup
839,407,"1 ","15oz. can"
839,1398,"1 ","16oz. jar"
839,349,1,cup
839,519,1/2,Tbsp
839,125,1/2,tsp
839,2365,2,
839,82,1,cup
839,146,2,
840,1826,6,oz.
840,19,1,Tbsp
840,18,1,
840,2366,1,"14oz. can"
840,349,2,cups
840,1693,8,oz.
840,233,3,cups
840,2367,1,"cup "
840,1670,1,
841,74,2,cups
841,462,3,Tbsp
841,73,1/2,tsp
841,434,2,tsp
841,435,1,tsp
841,1488,1/2,tsp
841,1565,1/2,tsp
841,2368,1/4,tsp
841,1183,5,Tbsp
841,351,1/4,cup
841,75,2,
842,1653,1,tsp
842,115,1,Tbsp
842,460,3/4,cup
842,73,1,tsp
842,19,1/2,Tbsp
842,74,3,cups
842,2369,1/3,lb.
842,2370,6,slices
842,2371,1/2,cup
842,19,2,Tbsp
842,2063,1,tsp
843,2372,12,oz.
843,1220,1,Tbsp
843,37,1,clove
843,351,1,cup
843,62,4,oz.
843,2373,1/4,cup
843,1443,1/2,cup
843,2374,"1 4 oz. ",can
843,2375,"1 4 oz.",can
843,11,1/4,tsp
843,2376,1,cup
844,2377,1,cup
844,123,1,clove
844,73,1/2,tsp
844,519,1/2,Tbsp
844,410,1/4,tsp
844,125,1/4,tsp
844,244,1/4,tsp
844,2378,2,cups
844,2379,1,
844,14,1,
844,1853,16,
844,420,1/4,bunch
845,123,2,cloves
845,1539,2,inches
845,1220,1,Tbsp
845,2380,1,lb.
845,827,"1 ","14oz. can"
845,1621,1/2,cup
845,189,1,Tbsp
845,432,1,Tbsp
845,2381,1/2,tsp
845,450,1,
845,2382,1/4,bunch
845,2383,4,cups
846,1280,1,cup
846,2384,"1 1/2",cups
846,11,1/4,tsp
846,88,1/2,tsp
846,2385,1/16,tsp
846,2386,1,
846,399,1/2,cup
847,2387,1,lb.
847,91,1/3,cup
847,1210,1/3,cup
847,88,1,tsp
847,11,1/2,tsp
847,195,1,
847,371,1/2,tsp
848,2388,1/2,cup
848,115,1/3,cup
848,2389,1,
848,371,1/4,tsp
848,21,"1 1/4",cups
848,11,1/2,tsp
848,579,1,cup
848,2390,5,Tbsp
849,111,1/4,cup
849,105,1/4,cup
849,99,1,Tbsp
849,535,1/8,tsp
849,183,2,"15oz. cans"
849,44,1/4,cup
849,387,1/4,cup
850,2391,"1 1/3",lbs
850,2392,2,Tbsp
850,152,2,Tbsp
850,28,3,Tbsp
850,91,1,Tbsp
850,37,1,clove
850,2393,10-15,
850,32,1,Tbsp
850,2392,1,Tbsp
850,91,1,Tbsp
850,405,1,cup
851,506,2,cups
851,11,1,tsp
851,1934,1/4,tsp
851,2394,3/4,cup
851,2395,3,
851,2396,2,Tbsp
851,2397,,
851,2398,8,oz
851,2399,1/4,tsp
851,2400,1,cup
851,1825,,handful
851,32,1,Tbsp
851,1,1,clove
851,62,4,oz
851,63,1/2,cup
851,11,1/4,tsp
852,345,2,cups
852,579,1/3,cup
852,577,1/3,cup
852,1076,2,Tbsp
852,91,1/4,cup
852,424,2,Tbsp
852,11,1/4,tsp
852,371,1/4,tsp
852,372,3,Tbsp
852,90,2,Tbsp
853,2401,"15 oz",can
853,84,3,
853,1076,1/2,cup
853,63,1/2,cup
853,716,1/2,cup
853,115,"1 1/2",cups
853,346,1,Tbsp
853,21,3,cups
853,160,2,tsp
853,11,"1 1/2",tsp
854,1076,2,Tbsp
854,2220,1,
854,1,2,cloves
854,2402,1,lb
854,2403,1,cup
854,51,1/2,cup
854,2404,12,oz
854,2405,1,cup
854,1012,2-3,
855,2,2,Tbsp
855,2220,1,
855,1,2,cloves
855,114,"3 oz",
855,2406,1,cup
855,95,1/2,lb
855,2407,1,
855,701,6,cups
855,726,1,Tbsp
855,8,1,tsp
855,11,3/4,tsp
855,101,1/8,tsp
856,322,"1 to 1 1/4",lb
856,90,4,cups
856,11,1,tsp
856,2408,1,cup
856,63,1,cup
856,32,2,Tbsp
856,88,1/4,teaspoon
856,204,1/8,tsp
857,2,2,Tbsp
857,2026,1,
857,1,2,cloves
857,3,1,lb
857,10,"1 1/2",tsp
857,11,1/2,tsp
857,2409,1,Tbsp
857,202,1/2,lb
857,84,6,
857,2410,2,oz
857,778,2,Tbsp
858,372,1,Tbsp
858,91,1,Tbsp
858,88,1/4,tsp
858,101,1/16,tsp
858,2411,8,oz
859,2,2,Tbsp
859,179,1,
859,1,2,cloves
859,2402,3/4,lb.
859,2412,1,"32oz. bottle"
859,2413,1,"15oz. can"
859,182,1,"15oz. can"
859,6,1,"15oz. can"
859,995,1,cup
859,2414,1/2,"4oz. can"
859,7,1,Tbsp
859,9,1/2,Tbsp
859,10,1,tsp
859,609,,
860,2415,2,
860,385,1,Tbsp
860,432,2,Tbsp
860,601,1,Tbsp
860,435,1/2,tsp
860,1565,1/8,tsp
860,75,2,
860,1732,"1 1/2",cups
860,433,1,tsp
860,73,1,tsp
860,434,1,tsp
860,435,1,tsp
860,91,1/4,cup
860,351,"1 1/2",cups
860,437,"2 1/2",cups
861,1220,2,Tbsp
861,123,3-4,cloves
861,1539,2,inches
861,1262,"1 1/2",Tbsp
861,554,1,tsp
861,2416,,
861,3,1,lb.
861,2417,1,
861,1495,1,cup
861,1291,1,tsp
861,1575,1/2,lb.
861,2418,,
862,411,1,
862,73,,pinch
862,242,2,tsp
862,1291,2,Tbsp
862,462,1/4,cup
862,2303,1,
862,351,1/3,cup
863,2419,"1 15 oz. ",can
863,2420,"1 5 oz. ",can
863,1264,2,
863,385,1,Tbsp
863,19,1,Tbsp
863,1970,,
864,19,1,Tbsp
864,2026,1,
864,123,2,cloves
864,2230,1/2,lb.
864,1498,"1 6 oz.",can
864,2208,"1 28 oz. ",can
864,73,1/2,tsp
864,462,1,Tbsp
864,128,12,oz.
864,389,2,oz.
864,778,1/4,cup
864,465,1,cup
865,350,8,oz.
865,465,1,cup
865,2421,3,
865,950,1/8,tsp
865,1032,"15 oz. ",can
865,2422,1/2,lb.
865,2423,8,
866,2424,8,oz.
866,19,3,Tbsp
866,123,1,clove
866,124,1/2,tsp
866,125,1/2,tsp
866,73,1/2,tsp
866,1062,1/4,tsp
866,220,1/4,tsp
866,849,1,pinch
866,38,,
866,1498,3,oz.
866,424,1/2,tsp
866,389,3,oz.
867,1574,"1 1/2",cups
867,73,1,tsp
867,519,1/2,Tbsp
867,121,1,
867,261,1,
867,1432,1,
867,1007,8,oz.
867,73,1/2,tsp
867,410,1/2,tsp
867,125,1/2,tsp
867,19,2,Tbsp
867,2425,10,
867,407,2,"15oz. cans"
867,1406,"2 1/2",cups
867,17,1,bunch
868,2,2,Tbsp
868,18,1,
868,123,4,cloves
868,235,"1 ","28oz. can"
868,2426,"1 ","28oz. can"
868,184,4,cups
868,124,1.5,tsp
868,125,1.5,tsp
868,628,,
868,2427,12,oz.
868,1602,10,oz.
868,609,,
869,2428,,
869,2429,,
870,2430,4-5,lb.
870,2303,1,
870,2431,1/2,
870,1416,1/4,
871,491,1.5,cups
871,84,2,
871,710,1/4,cup
871,433,3/4,tsp
871,11,1/2,tsp
871,160,3/4,tsp
871,351,2,cups
871,2432,2.5,cups
871,2433,8,ounces
872,19,1,Tbsp
872,123,2,cloves
872,18,1,
872,20,"1 1/2",lb.
872,407,2,cups
872,1871,2,cups
872,2244,1,recipe
872,73,1,tsp
872,2434,12,oz.
872,2435,1,
872,1406,2,cups
872,1264,3-4,
873,19,1/3,cup
873,37,1,clove
873,125,1/2,tsp
873,124,1/2,tsp
873,627,1/4,tsp
873,1062,1/4,tsp
873,2436,,
873,2437,10-15,
873,73,1/2,tsp
873,1498,3,oz.
873,188,1/2,tsp
874,2438,4,oz.
874,242,2,Tbsp
874,849,1/4,tsp
874,195,1,
874,91,1,Tbsp
874,189,1,Tbsp
874,2439,1,Tbsp
874,2440,1,
874,2441,1,
875,1220,2,Tbsp
875,74,2,Tbsp
875,519,2,Tbsp
875,90,2,cups
875,1498,3,oz.
875,674,1/2,tsp
875,336,1/2,tsp
875,245,1/4,tsp
875,2210,3/4,tsp
876,19,2,Tbsp
876,18,1,
876,1,2,cloves
876,1962,1,
876,407,1,15oz.
876,419,1/2,bunch
876,1402,1,
876,108,1,
876,2442,"1 ","10z. can"
876,519,1/2,Tbsp
876,410,1/2,tsp
876,73,1/2,tsp
876,1661,1,cup
876,74,1,cup
876,462,1/4,cup
876,160,4,tsp
876,73,1/2,tsp
876,351,1,cup
876,411,1,
876,338,1/4,cup
876,2443,1,cup
876,1816,1/2,bunch
877,2444,1,lb.
877,74,1/4,cup
877,73,1/8,tsp
877,2445,1,cup
877,2446,1/4,cup
877,2063,1,Tbsp
877,411,1,
878,2447,2,
878,318,1/4,cup
878,123,1,clove
878,28,2,Tbsp
878,2448,,
878,242,1,Tbsp
878,318,2,Tbsp
878,188,3,Tbsp
879,286,3,lbs
879,995,1,cup
879,109,2,
879,768,1/4,bunch
879,101,1/4,tsp
879,726,1,tsp
879,11,1,tsp
879,195,1,
879,323,1/3,cup
879,759,1,cup
879,2449,1/2,cup
879,248,1,cup
879,1,1,clove
880,194,2,lbs
880,1,4,cloves
880,1012,3-4,
880,1802,2,inches
880,152,3,Tbsp
880,207,1,tsp
880,84,2,
880,780,1.5,cups
880,91,1/2,cup
880,468,2,Tbsp
880,2450,2,Tbsp
880,423,1,Tbsp
881,248,1,cup
881,790,1/2,
881,1802,1/2,inch
881,2451,1/4,tsp
881,726,1/4,tsp
881,11,1/4,tsp
881,2452,,handful
882,74,2,Tbsp
882,1547,1,Tbsp
882,462,2,tsp
882,434,1/4,tsp
882,1503,,
882,338,1,Tbsp
882,351,2,Tbsp
882,2453,1,Tbsp
883,2454,"1 1/2",cups
883,76,"1 ","15oz. can"
883,476,1,cup
883,73,1/2,tsp
883,188,1/4,cup
883,708,1,
884,2455,3,cups
884,1261,"1 1/2",cups
884,351,"1 1/2",cups
884,75,2,
884,115,1/2,cup
884,433,1,tsp
884,1619,1,tsp
884,73,1/2,tsp
884,2456,1,
884,2457,12,oz.
885,2458,10,
885,463,1,lb.
885,1415,1,
885,1449,"1/2 12 oz.",jar
885,2459,"1/3 9.5 oz. ",jar
885,2460,,
885,2325,4,oz.
885,465,8,oz.
885,125,1,tsp
886,2,1,Tbsp
886,20,1,lb.
886,123,2,cloves
886,1371,1,
886,74,2,Tbsp
886,519,1,Tbsp
886,244,1/2,tsp
886,125,1/2,tsp
886,22,"1 8 oz.",can
886,2461,2,cups
886,2462,2,cups
886,1401,"1 cup","4 oz. "
887,1261,1/2,cup
887,2463,1/2,cup
887,1539,1,inch
887,188,1,Tbsp
887,2464,4-5,
888,2465,2,lbs
888,2466,1/4,cup
888,1624,1/4,cup
888,1549,1,Tbsp
888,2361,1,Tbsp
888,336,1/4,tsp
888,73,1/2,tsp
888,1220,2,Tbsp
889,2377,1,cup
889,2456,1,
889,123,4,cloves
889,19,1/4,cup
889,73,1,tsp
889,555,1,
889,2467,1,
889,2468,1,
890,1261,3/4,cup
890,2469,1/2,cup
890,334,1/4,cup
890,11,1/2,tsp
890,336,1/2,tsp
890,519,3/4,tsp
890,410,1/4,tsp
890,245,1/8,tsp
890,1853,6,
890,2470,,
890,73,1,pinch
890,1958,1,head
890,407,1,"15oz. can"
890,2096,"1 1/2",cup
890,2471,1,
890,419,1,bunch
890,1406,"1 1/2",cups
891,2472,2,cups
891,1740,1,
891,123,2,cloves
891,19,2,Tbsp
891,2473,1,
891,73,1,tsp
891,1853,16,
891,2379,1,
891,1443,8,oz.
891,2474,2,
892,2181,8,
892,334,1/3,cup
892,385,2,Tbsp
892,2361,1,Tbsp
892,2475,"1-1 1/2",tsp
892,73,1/2,tsp
892,2476,10-15,
893,2477,1,lb.
893,1289,1,
893,2373,1/2,cup
893,385,2,Tbsp
893,123,2,cloves
893,73,1/4,tsp
893,19,1/2,cup
894,74,4,cups
894,73,1/2,Tbsp
894,475,1/4,tsp
894,476,2,cups
894,19,2,Tbsp
894,478,2,Tbsp
895,2478,10,oz.
895,1608,1,
895,75,4,
895,351,1,cup
895,2373,1/4,cup
895,465,1,cup
896,2479,8,
896,188,1/3,cup
896,2480,1,Tbsp
896,519,1,Tbsp
896,33,1/2,Tbsp
896,244,1/4,tsp
896,674,1/2,tsp
896,245,1/4,tsp
896,73,1,tsp
897,2481,1/2,head
897,18,1,
897,122,2,
897,2482,1,
897,1539,1,inch
897,2483,1,
897,1220,2,Tbsp
897,2484,"2 ","3oz. packages"
897,2485,1,tsp
897,189,1/4,cup
897,2486,1/4,cup
897,1490,2,Tbsp
897,474,1,Tbsp
897,462,1,Tbsp
898,2487,1,lb.
898,123,1,clove
898,73,1/2,tsp
898,554,1/2,tsp
898,2488,"1 ","15oz. can"
898,476,"1 1/2",cups
899,63,"1 3/4",cups
899,99,"1 3/4",Tbsp
899,21,"2 1/2",cups
899,1206,1,cup
899,2489,1/2,cup
899,115,1,Tbsp
899,2490,1,tsp
899,2491,1/2,tsp
899,160,2,tsp
899,161,1,tsp
899,11,1,tsp
899,2492,1/4,cup
899,2493,1,
900,183,1,"15oz. can"
900,2,2,Tbsp
900,99,1/4,cup
900,98,1/4,cup
900,1,1,clove
900,11,1/2,tsp
900,9,1/8,tsp
900,2494,2,Tbsp
901,2495,1,lb.
901,7,1,tsp
901,1004,4,tsp
901,424,1,tsp
901,152,1,tsp
901,1759,3,cloves
901,1822,2,
901,2496,2,"15oz. cans"
901,9,1/2,tsp
901,1340,2,
901,2497,1,"20oz. can"
901,44,1/2,
901,11,1,tsp
901,17,1/4,bunch
901,221,2,cups
902,2498,1,cup
902,74,"2 1/4",cups
902,432,2,Tbsp
902,73,"1 1/4",tsp
902,2107,3/4,Tbsp
902,435,1,Tbsp
902,2499,1,tsp
902,1565,1/2,tsp
902,1266,1/2,cup
902,2500,,
903,19,2,Tbsp
903,123,4,cloves
903,849,1/2,tsp
903,2182,1/2,lb.
903,240,1,lb.
903,2501,1,lb.
903,2502,"2 oz. ","1/2 cup"
903,2503,"2 oz. ","1/2 cup"
903,2448,,
904,2504,16,oz.
904,240,16,oz.
904,123,1,clove
904,242,4,Tbsp
904,74,4,Tbsp
904,351,3,cups
904,2373,1,cup
904,436,1/8,tsp
904,2448,,
905,1618,4,cups
905,2505,1,cup
905,2506,1/4,cup
905,432,1/4,cup
905,188,1/4,cup
905,1220,1/4,cup
905,435,1,tsp
905,1850,1,tsp
905,73,1/2,tsp
905,1266,1/2,cup
906,2507,1,
906,2508,1/2,cup
906,2453,1/2,cup
906,1539,2,inches
906,2509,,
906,2510,2,
906,465,2,cups
906,1992,1,
906,1415,1,
906,2000,1,
906,2448,,
907,2511,16,oz.
907,2457,16,oz.
907,2512,16,oz.
907,2513,4,
908,2514,1/2,
908,411,1,
908,2515,1,
908,2516,1/4,
908,2517,,
908,2448,,
909,2454,"1 1/2",cups
909,827,"1 ","13.5oz. can"
909,2518,1,
909,73,3/4,tsp
909,476,1,cup
910,123,1,clove
910,1539,2,inches
910,1220,1,Tbsp
910,189,1/4,cup
910,2519,"1 18 oz.",jar
910,192,1/2,Tbsp
910,1009,1/2,Tbsp
910,2520,4,lbs.
911,1765,3,lbs.
911,519,2,Tbsp
911,674,1,Tbsp
911,1041,1,tsp
911,849,1/4,tsp
911,73,1/2,tsp
911,123,4-5,cloves
912,74,"1 1/2",cups
912,2521,"1 1/4",tsp
912,1565,1/4,tsp
912,1418,1/4,tsp
912,1547,1,Tbsp
912,1619,1,tsp
912,32,8,Tbsp
912,193,1,Tbsp
912,432,1/2,cup
912,2522,1/2,cup
912,710,1/4,cup
912,2523,4,oz.
913,2524,"2 ","15oz. cans"
913,261,1/2,
913,420,1/2,bunch
913,123,2,cloves
913,450,1,
913,19,2,Tbsp
913,410,1,tsp
913,245,1/8,tsp
913,73,1/4,tsp
914,2525,1/3,cup
914,432,1/4,cup
914,75,2,
914,73,1/2,tsp
914,434,1,tsp
914,435,1,tsp
914,1488,1/2,tsp
914,250,1/4,tsp
914,351,2,cups
914,2526,"2 1/2",cups
915,1468,1,
915,1263,2,
915,2192,2,
915,2527,1,Tbsp
915,1500,3,lbs.
915,671,6,cups
915,2528,1/4,tsp
915,351,2,cups
915,74,1/4,cup
915,73,1,tsp
916,1220,1,Tbsp
916,2527,1/2,tsp
916,1539,1,inch
916,1007,4,oz.
916,2192,2,
916,2529,3,
916,2530,1,
916,189,1/4,cup
916,1009,1/2,Tbsp
916,1839,1,tsp
916,2531,1,pkg
916,2470,,
917,610,12,oz
917,2532,12,oz
917,108,1,
917,2533,2,Tbsp
917,88,1/4,tsp
917,1037,1/8,tsp
917,115,1,cup
917,90,2,cups
918,1027,6,oz
918,219,1/2,bunch
918,2534,2,
918,2220,1,
918,2535,1/2,tsp
918,290,1,tsp
918,220,1,tsp
918,2536,,
918,2537,1,
918,2538,1,tsp
918,387,1/2,bunch
918,2,2,Tbsp
918,2539,6,lbs
919,229,"2 ","28oz. cans"
919,952,1,"6oz. can"
919,179,1,
919,37,1/2,Tbsp
919,2540,2,
919,65,1,Tbsp
919,10,1/2,Tbsp
919,91,1,Tbsp
919,276,1,Tbsp
919,495,,
920,19,2,Tbsp
920,261,1/2,
920,1539,2,inches
920,2527,1,Tbsp
920,554,1/2,Tbsp
920,410,1/2,tsp
920,435,1/2,tsp
920,849,1/4,tsp
920,1471,1,
920,2541,2,lb.
920,566,"1  ","15oz. can"
920,827,"1 ","13.5oz. can"
920,1066,,
920,1816,1/4,bunch
920,2454,2,cups
921,1478,1,
921,2542,1/2,
921,2,2,Tbsp
921,97,1/2,Tbsp
921,126,1/4,tsp
921,495,,
921,96,1/2,cup
922,19,1,Tbsp
922,1468,1,
922,2527,1,Tbsp
922,2543,1/2,lb.
922,2544,1/2,
922,2402,1,lb.
922,1471,1,
922,125,1,tsp
922,627,1,tsp
922,2545,,
922,2418,1-2,tsp
922,2546,1,cup
922,476,6,cups
922,526,1/3,
922,242,2,Tbsp
922,74,2,Tbsp
922,103,2,cups
923,2401,1/3,cup
923,2547,1,
923,685,1,Tbsp
923,424,1,Tbsp
923,346,1/4,tsp
923,88,1/4,tsp
923,2548,1,cup
924,2549,1,
924,28,4,Tbsp
924,2550,1,tsp
924,2551,1,lb.
924,526,1/2,
924,1552,1/3,cup
924,2552,3/4,cup
924,2448,,
925,2498,"1 1/2",cups
925,74,"1 3/4",cups
925,73,"1 1/4",tsp
925,2553,1,
925,435,1,Tbsp
925,432,2,Tbsp
925,476,1,"- 1 1/2 cups"
925,2099,1/2,cup
926,2554,2,
926,2555,2,
926,2309,1/2,
926,1552,1/4,cup
926,2556,1/3,cup
926,2557,1/3,cup
926,2361,1,Tbsp
926,1407,1,Tbsp
926,2558,,
927,2559,3.5,lbs.
927,2560,1,oz.
927,432,1/2,cup
927,245,1/2,Tbsp
927,73,1/2,Tbsp
927,1649,15-20,
927,2527,1,tsp
927,244,1/2,tsp
928,2561,3,cups
928,351,"1 1/2",cups
928,2562,1/2,cup
928,75,2,
928,477,1/4,cup
928,188,2,Tbsp
928,2563,1/2,tsp
928,73,1,tsp
928,333,4,oz.
929,1842,"1 15 oz. ",can
929,432,1/2,cup
929,75,2,
929,2564,1/2,Tbsp
929,73,1/2,tsp
929,434,3/4,tsp
